"Season","Date","Rot","VH","Team","1st","2nd","3rd","4th","Final","Open","Close","ML","2H","dateID","teamID"
201617,1202,514,"H","NewOrleans",30,27,19,20,20,207,205.5,160,101.5,"1202",19
201617,1202,515,"V","Washington",28,32,14,31,31,203,204,375,100.5,"1202",30
201617,1202,516,"H","SanAntonio",24,33,23,27,27,9,9,-450,7.5,"1202",27
201617,1202,517,"V","Houston",42,31,26,29,29,1.5,221.5,140,107,"1202",11
201617,1202,518,"H","Denver",33,30,21,26,26,222,3.5,-160,5,"1202",8
201617,1203,701,"V","Brooklyn",22,18,32,31,31,217,214.5,425,113,"1203",3
201617,1203,702,"H","Milwaukee",25,25,25,37,37,9.5,10,-550,2.5,"1203",17
201617,1203,703,"V","Minnesota",19,30,25,32,32,206.5,211,210,103.5,"1203",18
201617,1203,704,"H","Charlotte",29,23,32,22,22,5.5,6,-250,2.5,"1203",4
201617,1203,705,"V","Atlanta",22,25,23,14,14,207,206.5,330,108,"1203",1
201617,1203,706,"H","Toronto",32,30,24,42,42,8.5,8.5,-400,,"1203",28
201617,1203,707,"V","Boston",22,23,29,33,33,8.5,10,-550,9.5,"1203",2
201617,1203,708,"H","Philadelphia",30,23,21,32,32,205,207.5,425,110.5,"1203",23
201617,1203,709,"V","LALakers",25,37,20,18,18,203,198,125,97,"1203",14
201617,1203,710,"H","Memphis",25,29,28,21,21,,2.5,-145,3.5,"1203",15
201617,1203,711,"V","Chicago",18,27,21,16,16,5.5,3.5,-165,5,"1203",5
201617,1203,712,"H","Dallas",29,28,25,25,25,189,190.5,145,93.5,"1203",7
201617,1203,713,"V","Denver",21,26,16,35,35,197.5,200.5,260,99,"1203",8
201617,1203,714,"H","Utah",24,25,33,23,23,5.5,7.5,-310,4,"1203",29
201617,1203,715,"V","Miami",29,20,22,21,21,214.5,216,205,106,"1203",16
201617,1203,716,"H","Portland",21,34,18,26,26,6.5,6,-245,1.5,"1203",25
201617,1203,717,"V","Phoenix",30,27,27,25,25,228.5,228,1600,120,"1203",24
201617,1203,718,"H","GoldenState",37,29,42,30,30,16.5,16.5,-6000,7,"1203",10
201617,1204,501,"V","Orlando",23,35,20,20,20,192,195.5,260,96,"1204",22
201617,1204,502,"H","Detroit",27,23,23,19,19,7,7.5,-325,6.5,"1204",9
201617,1204,503,"V","NewOrleans",26,15,25,26,26,213,214.5,210,0.5,"1204",19
201617,1204,504,"H","OklahomaCity",29,20,29,23,23,6,6,-260,107,"1204",21
201617,1204,505,"V","Sacramento",21,20,36,21,21,210,209.5,-105,4,"1204",26
201617,1204,506,"H","NewYork",26,29,26,25,25,3,1,-115,103,"1204",20
201617,1204,507,"V","Indiana",17,31,35,28,28,204,207,550,103,"1204",12
201617,1204,508,"H","LAClippers",28,24,17,33,33,12,11.5,-750,6,"1204",13
201617,1205,701,"V","Denver",18,33,23,32,32,4,3.5,-165,3.5,"1205",8
201617,1205,702,"H","Philadelphia",27,26,17,28,28,211,210,145,103.5,"1205",23
201617,1205,703,"V","OklahomaCity",23,32,28,19,19,209.5,212.5,155,104.5,"1205",21
201617,1205,704,"H","Atlanta",21,33,15,30,30,,4,-175,3.5,"1205",1
201617,1205,705,"V","Cleveland",30,32,28,26,26,216,214.5,105,105.5,"1205",6
201617,1205,706,"H","Toronto",27,34,20,31,31,2,1.5,-125,1,"1205",28
201617,1205,707,"V","Washington",29,22,32,35,35,4.5,6.5,-275,7.5,"1205",30
201617,1205,708,"H","Brooklyn",32,34,15,32,32,217,218,235,106,"1205",3
201617,1205,709,"V","Memphis",17,27,30,20,20,200,196.5,155,97,"1205",15
201617,1205,710,"H","NewOrleans",21,25,23,25,25,6.5,4,-175,2,"1205",19
201617,1205,711,"V","Portland",29,36,21,26,26,216.5,212.5,155,105,"1205",25
201617,1205,712,"H","Chicago",32,25,30,23,23,6.5,4,-175,4.5,"1205",5
201617,1205,713,"V","SanAntonio",26,9,36,26,26,5,6,-240,7,"1205",27
201617,1205,714,"H","Milwaukee",24,24,25,23,23,203.5,203,200,107,"1205",17
201617,1205,715,"V","Boston",17,31,35,23,23,219.5,218,190,114,"1205",2
201617,1205,716,"H","Houston",26,32,19,30,30,4.5,5.5,-220,,"1205",11
201617,1205,717,"V","Charlotte",23,25,27,34,34,4,3.5,-165,4.5,"1205",4
201617,1205,718,"H","Dallas",23,27,28,23,23,190,193.5,145,96,"1205",7
201617,1205,719,"V","Utah",26,31,32,18,18,2.5,4,-180,1.5,"1205",29
201617,1205,720,"H","LALakers",26,27,21,27,27,197.5,198,160,105,"1205",14
201617,1205,721,"V","Indiana",27,23,33,23,23,221,224,1100,110,"1205",12
201617,1205,722,"H","GoldenState",38,42,36,26,26,13.5,15,-2100,1.5,"1205",10
201617,1206,501,"V","Orlando",25,40,31,28,28,195,200.5,130,98,"1206",22
201617,1206,502,"H","Washington",24,28,29,35,35,4.5,3,-150,5,"1206",30
201617,1206,503,"V","Chicago",21,23,28,19,19,198,201.5,195,96.5,"1206",5
201617,1206,504,"H","Detroit",32,19,20,31,31,4,5.5,-230,0.5,"1206",9
201617,1206,505,"V","NewYork",26,27,31,30,30,202.5,205.5,100,101,"1206",20
201617,1206,506,"H","Miami",25,29,23,26,26,2,1,-120,0.5,"1206",16
201617,1206,507,"V","Philadelphia",20,23,34,14,14,195,194.5,250,94.5,"1206",23
201617,1206,508,"H","Memphis",28,19,29,20,20,8.5,7,-300,3,"1206",15
201617,1206,509,"V","SanAntonio",19,24,29,33,33,4,4,-180,5,"1206",27
201617,1206,510,"H","Minnesota",22,24,18,27,27,206,205.5,160,108.5,"1206",18
201617,1206,511,"V","Phoenix",19,26,30,30,30,204,204,250,2,"1206",24
201617,1206,512,"H","Utah",33,32,29,18,18,9,7,-300,107.5,"1206",29
201617,1207,701,"V","Detroit",24,15,19,19,19,204,202.5,190,101,"1207",9
201617,1207,702,"H","Charlotte",23,15,23,26,26,4,5.5,-220,4,"1207",4
201617,1207,703,"V","Boston",26,23,36,32,32,3,1,-115,0.5,"1207",2
201617,1207,704,"H","Orlando",27,23,23,14,14,200.5,195.5,-105,103,"1207",22
201617,1207,705,"V","Denver",23,29,27,32,32,4.5,4.5,-185,7,"1207",8
201617,1207,706,"H","Brooklyn",36,32,28,20,20,221,221.5,165,107,"1207",3
201617,1207,707,"V","Miami",25,21,17,32,32,198,203.5,375,100.5,"1207",16
201617,1207,708,"H","Atlanta",29,24,25,25,25,6.5,9,-450,3,"1207",1
201617,1207,709,"V","LALakers",27,28,22,18,18,222,222.5,1000,106.5,"1207",14
201617,1207,710,"H","Houston",43,24,39,28,28,11.5,13.5,-2000,3.5,"1207",11
201617,1207,711,"V","Cleveland",36,27,29,34,34,7,8,-380,105,"1207",6
201617,1207,712,"H","NewYork",26,22,17,29,29,217,213.5,320,,"1207",20
201617,1207,713,"V","Portland",28,30,18,31,31,218,214.5,105,105,"1207",25
201617,1207,714,"H","Milwaukee",28,23,34,30,30,2,1.5,-125,2.5,"1207",17
201617,1207,715,"V","Sacramento",26,30,29,35,35,2,3,-150,0.5,"1207",26
201617,1207,716,"H","Dallas",23,29,12,25,25,190,196,130,97.5,"1207",7
201617,1207,717,"V","Indiana",23,26,33,27,27,3,4,-170,5,"1207",12
201617,1207,718,"H","Phoenix",22,31,27,14,14,217,215,150,106.5,"1207",24
201617,1207,719,"V","GoldenState",37,25,29,24,24,3.5,4,-165,113.5,"1207",10
201617,1207,720,"H","LAClippers",19,30,26,23,23,223,224.5,145,2,"1207",13
201617,1208,501,"V","Denver",29,23,21,12,12,218,217.5,195,107.5,"1208",8
201617,1208,502,"H","Washington",18,29,28,17,17,5,5.5,-230,4.5,"1208",30
201617,1208,503,"V","Minnesota",32,27,30,21,21,215.5,214,400,103,"1208",18
201617,1208,504,"H","Toronto",22,37,29,36,36,8,9.5,-500,6.5,"1208",28
201617,1208,505,"V","Portland",22,28,19,17,17,205.5,2.5,-130,101,"1208",25
201617,1208,506,"H","Memphis",14,29,18,27,27,3,206.5,110,,"1208",15
201617,1208,507,"V","Philadelphia",26,26,19,28,28,205,205,205,100.5,"1208",23
201617,1208,508,"H","NewOrleans",31,26,12,19,19,9.5,6,-245,2,"1208",19
201617,1208,509,"V","GoldenState",35,30,17,24,24,5,11,-800,2.5,"1208",10
201617,1208,510,"H","Utah",17,29,24,29,29,214,208,550,103,"1208",29
201617,1208,511,"V","SanAntonio",17,15,31,28,28,3,3.5,-160,6.5,"1208",27
201617,1208,512,"H","Chicago",21,24,27,23,23,199,200.5,140,106.5,"1208",5
201617,1209,701,"V","Orlando",21,25,24,18,18,199.5,203.5,240,100.5,"1209",22
201617,1209,702,"H","Charlotte",20,32,39,18,18,7,6.5,-280,1.5,"1209",4
201617,1209,703,"V","Miami",27,19,23,15,15,210.5,208,600,101,"1209",16
201617,1209,704,"H","Cleveland",31,26,30,27,27,13,12,-900,3.5,"1209",6
201617,1209,705,"V","Toronto",25,17,33,26,26,208.5,207.5,120,1.5,"1209",28
201617,1209,706,"H","Boston",28,22,18,26,26,3,2.5,-140,103,"1209",2
201617,1209,707,"V","Atlanta",23,21,40,30,30,205.5,205.5,135,4,"1209",1
201617,1209,708,"H","Milwaukee",30,34,28,18,18,2,3,-155,107.5,"1209",17
201617,1209,709,"V","Detroit",25,24,33,35,35,1,3,-155,99.5,"1209",9
201617,1209,710,"H","Minnesota",20,23,25,22,22,204,202.5,135,,"1209",18
201617,1209,711,"V","Houston",25,30,31,16,16,224,1,-120,107.5,"1209",11
201617,1209,712,"H","OklahomaCity",23,26,28,22,22,1,224,100,1.5,"1209",21
201617,1209,713,"V","Indiana",27,25,25,26,26,4.5,3.5,-165,4,"1209",12
201617,1209,714,"H","Dallas",25,29,31,26,26,198.5,199.5,145,98.5,"1209",7
201617,1209,715,"V","NewYork",30,24,24,25,25,211,210,190,103.5,"1209",20
201617,1209,716,"H","Sacramento",32,21,24,23,23,4,5.5,-220,4.5,"1209",26
201617,1209,717,"V","Phoenix",32,30,27,30,30,217,221.5,105,117,"1209",24
201617,1209,718,"H","LALakers",26,26,28,35,35,3,1.5,-125,4,"1209",14
201617,1210,501,"V","Denver",32,33,27,29,29,1,2,-125,100,"1210",8
201617,1210,502,"H","Orlando",29,29,37,18,18,203.5,205.5,105,1.5,"1210",22
201617,1210,503,"V","Milwaukee",32,20,25,28,28,208,209.5,160,104,"1210",17
201617,1210,504,"H","Washington",23,29,25,33,33,4.5,4.5,-180,3,"1210",30
201617,1210,505,"V","Portland",44,27,27,13,13,216,,-115,106.5,"1210",25
201617,1210,506,"H","Indiana",31,33,26,28,28,1,217,-105,2,"1210",12
201617,1210,507,"V","Charlotte",26,26,29,24,24,212,214.5,285,106.5,"1210",4
201617,1210,508,"H","Cleveland",36,31,25,24,24,7.5,8,-350,,"1210",6
201617,1210,509,"V","Dallas",27,22,20,18,18,207,208,700,102.5,"1210",7
201617,1210,510,"H","Houston",36,24,26,23,23,13,12,-1000,3.5,"1210",11
201617,1210,511,"V","Miami",27,28,20,25,25,198,201,380,98.5,"1210",16
201617,1210,512,"H","Chicago",29,26,28,22,22,9.5,9.5,-475,6.5,"1210",5
201617,1210,513,"V","GoldenState",16,22,27,24,24,10.5,13,-1300,13,"1210",10
201617,1210,514,"H","Memphis",31,30,26,23,23,209,211.5,800,104.5,"1210",15
201617,1210,515,"V","Brooklyn",26,26,18,31,31,212,211.5,1050,110.5,"1210",3
201617,1210,516,"H","SanAntonio",41,26,36,27,27,14.5,16,-2650,5,"1210",27
201617,1210,517,"V","Sacramento",25,25,26,8,8,198.5,196.5,210,96.5,"1210",26
201617,1210,518,"H","Utah",29,23,26,26,26,7,6,-260,4,"1210",29
201617,1210,519,"V","NewOrleans",31,24,25,25,25,203.5,200,1000,99,"1210",19
201617,1210,520,"H","LAClippers",35,26,37,35,35,13,15.5,-2000,7.5,"1210",13
201617,1211,701,"V","Philadelphia",32,26,22,17,17,199.5,198,700,95,"1211",23
201617,1211,702,"H","Detroit",12,23,29,15,15,12.5,12,-1000,12.5,"1211",9
201617,1211,703,"V","Boston",24,19,28,25,25,209,207.5,135,108,"1211",2
201617,1211,704,"H","OklahomaCity",21,18,28,32,32,4.5,3,-155,2.5,"1211",21
201617,1211,705,"V","GoldenState",30,30,18,38,38,9.5,10,-520,6.5,"1211",10
201617,1211,706,"H","Minnesota",27,31,30,20,20,223,226.5,400,111.5,"1211",18
201617,1211,707,"V","NewOrleans",25,26,25,34,34,208,216,105,1.5,"1211",19
201617,1211,708,"H","Phoenix",31,27,24,28,28,4.5,2,-125,107.5,"1211",24
201617,1211,709,"V","NewYork",32,25,27,34,34,2,2.5,-140,2,"1211",20
201617,1211,710,"H","LALakers",30,26,19,37,37,217.5,217,120,107.5,"1211",14
201617,1212,501,"V","Charlotte",20,23,30,21,21,210.5,208.5,-110,1,"1212",4
201617,1212,502,"H","Indiana",25,20,31,34,34,,,-110,103.5,"1212",12
201617,1212,503,"V","Milwaukee",23,26,33,18,18,211.5,213,300,1.5,"1212",17
201617,1212,504,"H","Toronto",33,36,23,30,30,8.5,8,-360,102.5,"1212",28
201617,1212,505,"V","Washington",29,24,29,19,19,205,1,-115,2.5,"1212",30
201617,1212,506,"H","Miami",28,31,22,31,31,1,208.5,-105,101.5,"1212",16
201617,1212,507,"V","Brooklyn",24,19,42,33,33,227.5,229.5,750,119.5,"1212",3
201617,1212,508,"H","Houston",29,24,37,32,32,15,13.5,-1200,4.5,"1212",11
201617,1212,509,"V","Denver",19,24,24,25,25,1,3,-155,7,"1212",8
201617,1212,510,"H","Dallas",27,38,27,20,20,203.5,203.5,135,99,"1212",7
201617,1212,511,"V","LALakers",24,34,13,21,21,214,217,330,103.5,"1212",14
201617,1212,512,"H","Sacramento",31,18,39,28,28,7,8.5,-400,6.5,"1212",26
201617,1212,513,"V","Portland",27,33,26,34,34,218.5,219,425,107,"1212",25
201617,1212,514,"H","LAClippers",38,18,33,32,32,9,10,-550,8.5,"1212",13
201617,1213,701,"V","Memphis",20,23,15,28,28,203,201,900,98,"1213",15
201617,1213,702,"H","Cleveland",32,26,15,30,30,12.5,14.5,-1600,4,"1213",6
201617,1213,703,"V","Orlando",35,37,27,32,32,197.5,201.5,320,100.5,"1213",22
201617,1213,704,"H","Atlanta",34,28,34,24,24,6.5,8.5,-380,7.5,"1213",1
201617,1213,705,"V","Minnesota",22,30,26,21,21,208,207.5,190,100,"1213",18
201617,1213,706,"H","Chicago",38,18,19,19,19,7,5.5,-220,2.5,"1213",5
201617,1213,707,"V","GoldenState",29,29,37,18,18,10,11.5,-800,11.5,"1213",10
201617,1213,708,"H","NewOrleans",35,30,29,15,15,224.5,225.5,550,111.5,"1213",19
201617,1213,709,"V","NewYork",25,21,27,28,28,3.5,2,-135,4,"1213",20
201617,1213,710,"H","Phoenix",31,23,31,16,16,221,218.5,115,108.5,"1213",24
201617,1213,711,"V","OklahomaCity",31,21,19,24,24,1,219,125,4.5,"1213",21
201617,1213,712,"H","Portland",32,36,24,22,22,219.5,2.5,-145,107.5,"1213",25
201617,1214,501,"V","Indiana",21,31,27,10,10,206,1,-115,0.5,"1214",12
201617,1214,502,"H","Miami",20,33,25,17,17,1,203.5,-105,100.5,"1214",16
201617,1214,503,"V","Toronto",22,38,32,31,31,9,8,-380,2.5,"1214",28
201617,1214,504,"H","Philadelphia",25,29,20,40,40,208,205,320,101.5,"1214",23
201617,1214,505,"V","LAClippers",30,30,27,26,26,8.5,8.5,-420,2,"1214",13
201617,1214,506,"H","Orlando",25,26,36,21,21,206,210.5,350,102,"1214",22
201617,1214,507,"V","Charlotte",30,24,23,29,29,210,2,-130,104.5,"1214",4
201617,1214,508,"H","Washington",26,23,38,22,22,,211.5,110,0.5,"1214",30
201617,1214,509,"V","LALakers",30,13,33,21,21,226,1,-115,3.5,"1214",14
201617,1214,510,"H","Brooklyn",27,25,23,32,32,,228.5,-105,111.5,"1214",3
201617,1214,511,"V","Cleveland",16,20,17,32,32,7.5,190,260,91.5,"1214",6
201617,1214,512,"H","Memphis",28,19,27,19,19,203,7,-310,0.5,"1214",15
201617,1214,513,"V","Sacramento",25,18,24,31,31,216,213,800,102.5,"1214",26
201617,1214,514,"H","Houston",36,28,38,30,30,9.5,13.5,-1400,1.5,"1214",11
201617,1214,515,"V","Detroit",17,26,17,35,35,4,5,-220,3.5,"1214",9
201617,1214,516,"H","Dallas",20,23,21,21,21,192,190.5,190,94.5,"1214",7
201617,1214,517,"V","OklahomaCity",21,20,27,21,21,199,199,280,0.5,"1214",21
201617,1214,518,"H","Utah",26,29,25,29,29,4,7.5,-340,97.5,"1214",29
201617,1214,519,"V","Boston",23,24,26,28,28,201.5,196,220,105,"1214",2
201617,1214,520,"H","SanAntonio",32,24,21,31,31,7.5,6,-260,,"1214",27
201617,1215,701,"V","Indiana",20,30,24,21,21,211,208.5,139,103,"1215",12
201617,1215,702,"H","NewOrleans",24,22,25,31,31,3.5,3,-159,2,"1215",19
201617,1215,703,"V","Chicago",18,27,21,31,31,206.5,,-118,5,"1215",5
201617,1215,704,"H","Milwaukee",30,34,24,20,20,2.5,206.5,-102,101,"1215",17
201617,1215,705,"V","SanAntonio",23,28,23,33,33,8.5,8,-355,2.5,"1215",27
201617,1215,706,"H","Phoenix",20,23,28,21,21,210,211.5,290,110.5,"1215",24
201617,1215,707,"V","Portland",28,28,29,35,35,224,221.5,125,4,"1215",25
201617,1215,708,"H","Denver",38,36,26,32,32,1,2.5,-145,107,"1215",8
201617,1215,709,"V","NewYork",25,20,21,24,24,226.5,222,1700,111,"1215",20
201617,1215,710,"H","GoldenState",32,27,29,15,15,15,17.5,-5500,7,"1215",10
201617,1216,501,"V","Brooklyn",28,24,30,29,29,219.5,217.5,240,113.5,"1216",3
201617,1216,502,"H","Orlando",25,28,30,35,35,6.5,6.5,-280,4,"1216",22
201617,1216,503,"V","Detroit",27,27,23,31,31,202,1.5,-120,4.5,"1216",9
201617,1216,504,"H","Washington",27,38,30,27,27,,205,100,101,"1216",30
201617,1216,505,"V","Atlanta",35,34,26,30,30,213,214,245,113,"1216",1
201617,1216,506,"H","Toronto",27,25,30,39,39,7.5,7,-290,8,"1216",28
201617,1216,507,"V","Charlotte",22,28,19,19,19,206,207.5,210,102.5,"1216",4
201617,1216,508,"H","Boston",23,18,28,27,27,7.5,6,-250,6.5,"1216",2
201617,1216,509,"V","Milwaukee",34,22,18,21,21,206.5,204,190,100,"1216",17
201617,1216,510,"H","Chicago",15,22,15,17,17,4.5,5.5,-220,8,"1216",5
201617,1216,511,"V","Sacramento",24,28,24,20,20,194.5,193,180,100,"1216",26
201617,1216,512,"H","Memphis",19,23,23,27,27,4,5,-210,5.5,"1216",15
201617,1216,513,"V","NewOrleans",24,26,29,21,21,220,224.5,600,108,"1216",19
201617,1216,514,"H","Houston",35,37,25,25,25,10,12,-900,1,"1216",11
201617,1216,515,"V","LALakers",30,23,21,26,26,207.5,211,100,103.5,"1216",14
201617,1216,516,"H","Philadelphia",18,22,24,25,25,1,1,-120,4.5,"1216",23
201617,1216,517,"V","LAClippers",31,29,19,23,23,6.5,8,-400,0.5,"1216",13
201617,1216,518,"H","Miami",27,19,23,29,29,206.5,206.5,330,99.5,"1216",16
201617,1216,519,"V","Dallas",29,29,19,23,23,188,185.5,550,94,"1216",7
201617,1216,520,"H","Utah",33,31,26,13,13,11,11,-800,5,"1216",29
201617,1217,701,"V","Phoenix",20,19,30,32,32,214.5,215.5,240,1.5,"1217",24
201617,1217,702,"H","OklahomaCity",30,24,35,25,25,8,6.5,-280,113.5,"1217",21
201617,1217,703,"V","Indiana",27,28,28,22,22,200,200.5,170,98,"1217",12
201617,1217,704,"H","Detroit",26,18,25,21,21,4,4.5,-190,5,"1217",9
201617,1217,705,"V","LALakers",31,28,24,25,25,218.5,219.5,1400,106.5,"1217",14
201617,1217,706,"H","Cleveland",26,36,27,30,30,17,15.5,-4000,9,"1217",6
201617,1217,707,"V","Charlotte",22,31,27,27,27,206.5,208.5,120,101.5,"1217",4
201617,1217,708,"H","Atlanta",22,20,32,25,25,2,2.5,-140,4.5,"1217",1
201617,1217,709,"V","Houston",28,16,23,28,28,4.5,2.5,-140,5,"1217",11
201617,1217,710,"H","Minnesota",24,33,23,15,15,221,221,120,106,"1217",18
201617,1217,711,"V","NewYork",22,32,26,34,34,217.5,215,150,0.5,"1217",20
201617,1217,712,"H","Denver",33,29,34,31,31,2,4,-170,106,"1217",8
201617,1217,713,"V","Portland",21,24,27,18,18,232,234,900,112,"1217",25
201617,1217,714,"H","GoldenState",39,31,38,27,27,14,14,-1600,1.5,"1217",10
201617,1218,501,"V","LAClippers",27,28,32,23,23,5,5.5,-215,2.5,"1218",13
201617,1218,502,"H","Washington",28,24,33,32,32,216,213,185,105.5,"1218",30
201617,1218,503,"V","Brooklyn",32,25,29,21,21,217.5,216,100,113.5,"1218",3
201617,1218,504,"H","Philadelphia",30,24,29,25,25,3.5,1,-120,1,"1218",23
201617,1218,505,"V","Boston",37,21,19,28,28,4.5,4,-170,107.5,"1218",2
201617,1218,506,"H","Miami",19,22,30,24,24,203,202.5,150,2.5,"1218",16
201617,1218,507,"V","Toronto",23,32,29,25,25,6,5.5,-230,2.5,"1218",28
201617,1218,508,"H","Orlando",30,21,13,15,15,218.5,212,190,105.5,"1218",22
201617,1218,509,"V","Utah",18,16,27,21,21,1.5,1,-115,1.5,"1218",29
201617,1218,510,"H","Memphis",18,17,23,15,15,185,185.5,-105,97.5,"1218",15
201617,1218,511,"V","Sacramento",21,23,14,21,21,1,,-115,3.5,"1218",26
201617,1218,512,"H","Dallas",28,27,21,23,23,195.5,193.5,-105,97,"1218",7
201617,1218,513,"V","NewOrleans",26,23,22,29,29,200,208,600,100.5,"1218",19
201617,1218,514,"H","SanAntonio",30,31,31,21,21,12,12,-900,3,"1218",27
201617,1219,701,"V","Washington",36,21,22,26,26,211.5,211,175,104,"1219",30
201617,1219,702,"H","Indiana",29,28,31,19,19,6,5,-205,3.5,"1219",12
201617,1219,703,"V","Atlanta",22,26,33,29,29,211,211.5,135,112.5,"1219",1
201617,1219,704,"H","OklahomaCity",16,37,25,30,30,3.5,3,-155,0.5,"1219",21
201617,1219,705,"V","Detroit",19,15,29,19,19,195,196.5,115,6.5,"1219",9
201617,1219,706,"H","Chicago",35,34,28,16,16,4,2,-135,95,"1219",5
201617,1219,707,"V","Phoenix",23,31,33,21,21,216,212.5,210,113,"1219",24
201617,1219,708,"H","Minnesota",29,33,29,24,24,5.5,6,-260,1,"1219",18
201617,1219,709,"V","Dallas",31,27,27,22,22,205.5,207.5,300,102.5,"1219",7
201617,1219,710,"H","Denver",28,32,33,24,24,9,8,-365,4.5,"1219",8
201617,1220,501,"V","NewOrleans",15,42,27,24,24,1,3.5,-155,102,"1220",19
201617,1220,502,"H","Philadelphia",23,21,25,24,24,207,205.5,135,2.5,"1220",23
201617,1220,503,"V","LALakers",41,32,23,17,17,213.5,212.5,375,104,"1220",14
201617,1220,504,"H","Charlotte",35,24,35,23,23,9.5,9,-450,9,"1220",4
201617,1220,505,"V","Brooklyn",23,23,26,32,32,225,224,1100,119.5,"1220",3
201617,1220,506,"H","Toronto",29,35,27,25,25,16,15.5,-2500,3.5,"1220",28
201617,1220,507,"V","Orlando",27,30,28,24,24,197.5,199.5,145,98,"1220",22
201617,1220,508,"H","Miami",28,36,25,20,20,2.5,3.5,-165,,"1220",16
201617,1220,509,"V","Indiana",24,35,28,24,24,210.5,210.5,170,104.5,"1220",12
201617,1220,510,"H","NewYork",20,34,30,34,34,5,4.5,-190,3.5,"1220",20
201617,1220,511,"V","Boston",15,16,31,35,35,2,2,-130,4.5,"1220",2
201617,1220,512,"H","Memphis",22,23,26,26,26,192,194.5,110,104,"1220",15
201617,1220,513,"V","Cleveland",35,22,27,16,16,3.5,3.5,-160,0.5,"1220",6
201617,1220,514,"H","Milwaukee",27,26,25,22,22,213.5,212,140,103.5,"1220",17
201617,1220,515,"V","SanAntonio",26,26,19,31,31,212.5,214,-110,113.5,"1220",27
201617,1220,516,"H","Houston",24,21,33,22,22,2,,-110,2.5,"1220",11
201617,1220,517,"V","Portland",35,37,27,22,22,215,1,-115,104.5,"1220",25
201617,1220,518,"H","Sacramento",27,33,33,33,33,3,217.5,-105,3.5,"1220",26
201617,1220,519,"V","Denver",26,27,19,30,30,214,218,300,0.5,"1220",8
201617,1220,520,"H","LAClippers",36,32,27,24,24,8.5,8,-360,106.5,"1220",13
201617,1220,521,"V","Utah",15,18,21,20,20,211,210.5,750,111.5,"1220",29
201617,1220,522,"H","GoldenState",19,36,27,22,22,10.5,12.5,-1200,1,"1220",10
201617,1221,701,"V","Milwaukee",22,32,23,25,25,210.5,207.5,255,102,"1221",17
201617,1221,702,"H","Cleveland",31,28,33,21,21,8,7,-320,3,"1221",6
201617,1221,703,"V","Memphis",29,24,26,19,19,185,189,215,93.5,"1221",15
201617,1221,704,"H","Detroit",19,25,19,23,23,5.5,6,-265,5.5,"1221",9
201617,1221,705,"V","Minnesota",28,21,18,25,25,212,216,155,104.5,"1221",18
201617,1221,706,"H","Atlanta",26,18,25,15,15,5,4,-175,3.5,"1221",1
201617,1221,707,"V","Washington",22,33,22,30,30,208,209.5,160,101,"1221",30
201617,1221,708,"H","Chicago",33,23,21,20,20,5,4,-180,2.5,"1221",5
201617,1221,709,"V","OklahomaCity",34,29,24,34,34,1,1.5,-125,102.5,"1221",21
201617,1221,710,"H","NewOrleans",28,30,26,26,26,210,209,105,1,"1221",19
201617,1221,711,"V","Houston",30,31,30,34,34,7,6,-245,2,"1221",11
201617,1221,712,"H","Phoenix",26,29,29,27,27,223,228,205,111.5,"1221",24
201617,1221,713,"V","Sacramento",17,21,24,32,32,192.5,194,295,93,"1221",26
201617,1221,714,"H","Utah",24,24,25,20,20,7,8,-360,2,"1221",29
201617,1221,715,"V","Dallas",30,32,19,15,15,209,210,205,103,"1221",7
201617,1221,716,"H","Portland",20,18,33,24,24,6,6,-245,10,"1221",25
201617,1222,501,"V","Orlando",19,28,25,23,23,210.5,211,160,1.5,"1222",22
201617,1222,502,"H","NewYork",27,30,24,25,25,5.5,4,-180,103,"1222",20
201617,1222,503,"V","LALakers",25,35,20,27,27,208,211.5,210,103.5,"1222",14
201617,1222,504,"H","Miami",17,36,29,33,33,4.5,6,-250,5,"1222",16
201617,1222,505,"V","GoldenState",33,16,39,29,29,14,13,-1600,13,"1222",10
201617,1222,506,"H","Brooklyn",34,31,19,17,17,231,231,900,113,"1222",3
201617,1222,507,"V","Boston",22,29,26,32,32,1,1,-120,110,"1222",2
201617,1222,508,"H","Indiana",31,9,27,35,35,208.5,209.5,100,3,"1222",12
201617,1222,509,"V","SanAntonio",22,23,28,28,28,207,2.5,-155,5.5,"1222",27
201617,1222,510,"H","LAClippers",27,30,24,25,25,1.5,205.5,135,108,"1222",13
201617,1223,701,"V","Chicago",26,14,27,24,24,203,205,160,106,"1223",5
201617,1223,702,"H","Charlotte",22,26,27,28,28,3.5,4,-180,,"1223",4
201617,1223,703,"V","LALakers",14,26,29,21,21,213,209.5,180,2.5,"1223",14
201617,1223,704,"H","Orlando",30,27,29,23,23,4,4.5,-210,103,"1223",22
201617,1223,705,"V","GoldenState",33,24,31,31,31,7,7.5,-345,7,"1223",10
201617,1223,706,"H","Detroit",32,27,25,29,29,212.5,214.5,280,105.5,"1223",9
201617,1223,707,"V","Brooklyn",15,25,17,42,42,221,225.5,1400,117,"1223",3
201617,1223,708,"H","Cleveland",29,37,32,21,21,16.5,16.5,-4000,2.5,"1223",6
201617,1223,709,"V","OklahomaCity",25,33,30,29,29,209,211.5,190,105,"1223",21
201617,1223,710,"H","Boston",28,26,25,33,33,4.5,5.5,-230,5.5,"1223",2
